,Word
1,<OOV>
2,pain
3,of
4,skin
5,loss
6,vomiting
7,fever
8,fatigue
9,high
10,eyes
11,headache
12,appetite
13,nausea
14,abdominal
15,rash
16,chills
17,urine
18,itching
19,muscle
20,yellowish
21,chest
22,joint
23,yellowing
24,sweating
25,malaise
26,cough
27,neck
28,in
29,and
30,weight
31,diarrhoea
32,dark
33,stomach
34,excessive
35,weakness
36,hunger
37,irritability
38,red
39,breathlessness
40,lethargy
41,phlegm
42,body
43,balance
44,also
45,sputum
46,nodes
47,lymph
48,vision
49,mild
50,blood
51,swelling
52,distorted
53,blurred
54,swelled
55,swollen
56,dizziness
57,throat
58,continuous
59,lot
60,painful
61,really
62,nails
63,back
64,nose
65,history
66,joints
67,stiff
68,yellow
69,spots
70,heart
71,indigestion
72,walking
73,constipation
74,smell
75,patches
76,acidity
77,burning
78,feel
79,fast
80,irritation
81,receiving
82,rate
83,sneezing
84,depression
85,micturition
86,over
87,feeling
88,experiencing
89,restlessness
90,on
91,abnormal
92,menstruation
93,movements
94,obesity
95,mood
96,swings
97,family
98,discomfort
99,like
100,legs
101,pimples
102,anus
103,sore
104,around
105,pus
106,blackheads
107,filled
108,visual
109,pressure
110,face
111,small
112,behind
113,redness
114,belly
115,runny
116,quite
117,sinus
118,congestion
119,bleeding
120,ooze
121,look
122,stool
123,mucoid
124,lack
125,bowel
126,hip
127,stiffness
128,increased
129,rusty
130,bloody
131,wasting
132,veins
133,crust
134,fluid
135,knee
136,ulcers
137,tongue
138,scurring
139,the
140,severe
141,cramps
142,blister
143,toxic
144,typhos
145,hurts
146,transfusion
147,unsterile
148,injections
149,tingling
150,disturbances
151,dents
152,extra
153,marital
154,contacts
155,abdomen
156,limbs
157,concentration
158,unsteadiness
159,coma
160,spotting
161,urination
162,bladder
163,anxiety
164,lips
165,slurred
166,speech
167,palpitations
168,polyuria
169,peeling
170,internal
171,dusting
172,silver
173,dehydration
174,cold
175,vessels
176,drying
177,irregular
178,sugar
179,level
180,distention
181,movement
182,overload
183,alcohol
184,consumption
185,sunken
186,prominent
187,passage
188,gases
189,acute
190,liver
191,failure
192,shivering
193,inflammatory
194,bruising
195,spinning
196,foul
197,dischromic
198,region
199,watering
200,from
201,during
202,uncomfortable
203,enlarged
204,calf
205,altered
206,nodal
207,eruptions
208,anal
209,sensorium
210,one
211,side
212,puffy
213,thyroid
214,brittle
215,extremeties
216,gain
217,hands
218,feets
219,coughing
220,difficult
221,weak
222,muscles
223,go
224,sores
225,recently
226,along
227,itchy
228,causing
229,lost
230,get
231,addition
232,arms
233,extremely
234,exhausted
235,developed
236,additionally
237,well
238,time
239,trouble
240,lately
241,rashes
242,breathing
243,temperature
244,perspiring
245,ache
246,headaches
247,suffering
248,tired
249,feels
250,problems
251,frequently
252,become
253,sick
254,days
255,noticed
256,anything
257,issues
258,worse
259,making
260,difficulty
261,acid
262,hard
263,mucus
264,little
265,accompanied
266,thick
267,intense
268,move
269,different
270,night
271,walk
272,scratchy
273,eating
274,reflux
275,often
276,rest
277,bumps
278,aches
279,frequent
280,worried
281,inflamed
282,persistent
283,since
284,without
285,dizzy
286,going
287,even
288,dry
289,breath
290,turned
291,terrible
292,scurrying
293,seem
294,disturbance
295,bothering
296,especially
297,getting
298,day
299,restroom
300,calves
301,starting
302,near
303,touch
304,areas
305,constant
306,struggling
307,racing
308,brownish
309,worn
310,heartburn
311,experienced
312,occasionally
313,nasty
314,ill
315,mouth
316,every
317,symptoms
318,becoming
319,black
320,unpleasant
321,strange
322,sinuses
323,excruciatingly
324,mucous
325,irritated
326,fatigued
327,uneasy
328,sensitive
329,lumps
330,sour
331,bad
332,bathroom
333,regular
334,unwell
335,strong
336,itchiness
337,food
338,tight
339,morning
340,challenging
341,color
342,irritating
343,noticeable
344,spreading
345,constantly
346,seen
347,hurting
348,vomit
349,run
350,concentrate
351,excruciating
352,using
353,extreme
354,covered
355,makes
356,past
357,area
358,developing
359,discomforts
360,impatience
361,due
362,head
363,away
364,made
365,several
366,hue
367,eat
368,something
369,congested
370,believe
371,lightheaded
372,whenever
373,butt
374,always
375,everywhere
376,pretty
377,dealing
378,incredibly
379,long
380,itch
381,profusely
382,find
383,taste
384,health
385,energy
386,sometimes
387,lesions
388,exhaustion
389,rust
390,colored
391,feet
392,pains
393,muscular
394,beating
395,observed
396,elbows
397,work
398,stop
399,coming
400,chilly
401,last
402,knees
403,impaired
404,eyesight
405,large
406,know
407,soreness
408,resemble
409,periods
410,breathe
411,keep
412,blistering
413,scratching
414,focusing
415,bothered
416,got
417,rashy
418,moreover
419,felt
420,swallowing
421,gets
422,woke
423,focus
424,hurt
425,tiny
426,constipated
427,sleeping
428,packed
429,behalf
430,cannot
431,balls
432,certain
433,bumpy
434,sensation
435,miserable
436,including
437,concerned
438,result
439,producing
440,limb
441,generally
442,deal
443,clogged
444,started
445,chronic
446,unsteady
447,parts
448,bleeds
449,see
450,use
451,concerning
452,losing
453,gotten
454,everything
455,regularly
456,nodules
457,wrong
458,queasy
459,particularly
460,severely
461,bitter
462,digestive
463,rather
464,terribly
465,appeared
466,sleep
467,odd
468,major
469,difficulties
470,acidic
471,hiccups
472,much
473,able
474,weird
475,doctor
476,things
477,diarrhea
478,rapidly
479,stuffy
480,usual
481,running
482,catch
483,entire
484,part
485,throwing
486,besides
487,plaguing
488,kind
489,today
490,swell
491,motions
492,flaky
493,peel
494,places
495,daily
496,significant
497,aching
498,itches
499,pee
500,silvery
501,good
502,awful
503,drained
504,bruise
505,couple
506,sure
507,heavy
508,fingers
509,aftertaste
510,distortion
511,visible
512,exhausting
513,stools
514,aggravated
515,stand
516,sit
517,shade
518,protruding
519,weeks
520,seeing
521,melancholy
522,meals
523,throw
524,lump
525,followed
526,lie
527,sadness
528,finding
529,staying
530,productive
531,nauseous
532,sudden
533,quickly
534,seems
535,overweight
536,appear
537,suddenly
538,cracks
539,facial
540,simply
541,instability
542,life
543,reason
544,regions
545,fairly
546,nonstop
547,foods
548,becomes
549,vertigo
550,wounds
551,upper
552,tone
553,infection
554,strength
555,think
556,many
557,right
558,bleed
559,soles
560,scales
561,idea
562,happening
563,unusual
564,protrude
565,whereas
566,grownup
567,inflammation
568,rid
569,healing
570,handle
571,try
572,distinct
573,longer
574,tender
575,prone
576,lots
577,excessively
578,comes
579,apetite
580,fullness
581,pounding
582,firm
583,gunk
584,overall
585,causes
586,covers
587,roof
588,balanced
589,numbness
590,air
591,brought
592,bloated
593,condition
594,saw
595,awoke
596,activities
597,tough
598,concentrating
599,worrying
600,explain
601,unable
602,lingering
603,appears
604,oozing
605,voice
606,wake
607,yesterday
608,’
609,weariness
610,horrible
611,various
612,scratch
613,colors
614,colours
615,looks
616,blocked
617,disoriented
618,urge
619,steer
620,medications
621,fatty
622,spicy
623,normal
624,aside
625,everyday
626,shake
627,creating
628,woozy
629,blisters
630,nauseated
631,film
632,used
633,turns
634,slightly
635,strain
636,sense
637,ago
638,sharp
639,shaky
640,gross
641,catching
642,scalp
643,riddled
644,fractures
645,hungry
646,together
647,state
648,first
649,cheek
650,beginning
651,develop
652,taking
653,additional
654,furthermore
655,fitting
656,shoes
657,scaly
658,goes
659,experience
660,usually
661,week
662,disgusting
663,hardly
664,beacuse
665,standing
666,backing
667,hacking
668,tremendously
669,trapped
670,radiates
671,jaw
672,common
673,burping
674,belching
675,arm
676,acquired
677,elevated
678,weary
679,currently
680,respiratory
681,draining
682,breakouts
683,suffer
684,digesting
685,nagging
686,number
687,million
688,miles
689,hour
690,moving
691,enough
692,reddish
693,current
694,minor
695,great
696,sweat
697,drenched
698,spread
699,pits
700,change
701,became
702,stuck
703,swallow
704,typical
705,include
706,completely
707,giving
708,cramp
709,raised
710,continuously
711,meal
712,maintain
713,infections
714,loaded
715,rub
716,breaking
717,middle
718,self
719,embarrassment
720,consciousness
721,mainly
722,facing
723,disruptions
724,driving
725,exercise
726,attention
727,ability
728,colour
729,understand
730,palms
731,grown
732,wrists
733,worsens
734,throbbing
735,medication
736,full
737,caused
738,battling
739,please
740,recommend
741,via
742,easily
743,differ
744,natural
745,complexion
746,annoying
747,rough
748,blotches
749,achy
750,surrounding
751,shortness
752,vomitting
753,come
754,unstable
755,equilibrium
756,knot
757,huge
