,Word
1,<OOV>
2,pain
3,of
4,skin
5,loss
6,vomiting
7,fever
8,fatigue
9,high
10,eyes
11,appetite
12,headache
13,nausea
14,abdominal
15,urine
16,rash
17,itching
18,yellowish
19,chills
20,muscle
21,chest
22,yellowing
23,joint
24,sweating
25,cough
26,malaise
27,and
28,in
29,neck
30,weight
31,dark
32,diarrhoea
33,stomach
34,weakness
35,excessive
36,hunger
37,irritability
38,lethargy
39,red
40,breathlessness
41,body
42,also
43,phlegm
44,vision
45,balance
46,swollen
47,dizziness
48,mild
49,blood
50,nodes
51,sputum
52,lymph
53,blurred
54,distorted
55,swelling
56,throat
57,nails
58,swelled
59,really
60,lot
61,feel
62,history
63,back
64,continuous
65,painful
66,nose
67,yellow
68,stiff
69,joints
70,indigestion
71,spots
72,heart
73,constipation
74,walking
75,smell
76,depression
77,patches
78,sneezing
79,receiving
80,irritation
81,fast
82,movements
83,abnormal
84,menstruation
85,burning
86,acidity
87,rate
88,over
89,family
90,mood
91,restlessness
92,swings
93,obesity
94,experiencing
95,feeling
96,on
97,micturition
98,discomfort
99,like
100,anus
101,legs
102,pimples
103,sore
104,around
105,filled
106,pus
107,blackheads
108,face
109,visual
110,small
111,quite
112,get
113,pressure
114,bowel
115,bloody
116,stool
117,hurts
118,belly
119,increased
120,mucoid
121,cramps
122,tingling
123,runny
124,bleeding
125,lips
126,behind
127,abdomen
128,stiffness
129,congestion
130,veins
131,palpitations
132,redness
133,ooze
134,look
135,fluid
136,sinus
137,peeling
138,cold
139,lack
140,slurred
141,speech
142,enlarged
143,anxiety
144,crust
145,region
146,dents
147,scurring
148,transfusion
149,unsterile
150,injections
151,polyuria
152,passage
153,gases
154,internal
155,rusty
156,limbs
157,blister
158,dusting
159,severe
160,hands
161,toxic
162,typhos
163,drying
164,puffy
165,unsteadiness
166,anal
167,prominent
168,silver
169,inflammatory
170,the
171,bladder
172,movement
173,gain
174,thyroid
175,brittle
176,extremeties
177,irregular
178,sugar
179,level
180,during
181,coma
182,disturbances
183,dehydration
184,tongue
185,shivering
186,dischromic
187,altered
188,bruising
189,sunken
190,overload
191,acute
192,concentration
193,wasting
194,sensorium
195,calf
196,distention
197,alcohol
198,consumption
199,urination
200,feets
201,eruptions
202,spinning
203,foul
204,ulcers
205,liver
206,failure
207,knee
208,nodal
209,extra
210,marital
211,contacts
212,weak
213,hip
214,vessels
215,watering
216,from
217,one
218,side
219,spotting
220,lost
221,difficult
222,go
223,muscles
224,frequently
225,recently
226,coughing
227,time
228,uncomfortable
229,exhausted
230,breathing
231,trouble
232,occasionally
233,arms
234,rashes
235,additionally
236,often
237,addition
238,well
239,headaches
240,extremely
241,along
242,developed
243,itchy
244,sores
245,temperature
246,ache
247,hard
248,causing
249,become
250,night
251,tired
252,dry
253,sometimes
254,lately
255,suffering
256,pee
257,feels
258,issues
259,since
260,worse
261,making
262,getting
263,intense
264,days
265,symptoms
266,difficulty
267,eating
268,sick
269,frequent
270,problems
271,seem
272,mucus
273,acid
274,perspiring
275,accompanied
276,anything
277,breath
278,move
279,little
280,aches
281,reflux
282,thick
283,mouth
284,worn
285,especially
286,taste
287,different
288,constantly
289,food
290,bothering
291,persistent
292,day
293,urinate
294,scratchy
295,walk
296,racing
297,becoming
298,worried
299,head
300,starting
301,without
302,challenging
303,bad
304,dizzy
305,heartburn
306,terrible
307,black
308,rest
309,always
310,noticed
311,strong
312,mucous
313,regularly
314,fatigued
315,turned
316,disturbance
317,away
318,even
319,bumps
320,inflamed
321,brownish
322,going
323,makes
324,ill
325,near
326,sensation
327,eat
328,losing
329,experienced
330,bathroom
331,unpleasant
332,lumps
333,restroom
334,nauseous
335,every
336,vomit
337,concentrate
338,area
339,touch
340,lightheaded
341,irritated
342,hurt
343,difficulties
344,scurrying
345,experience
346,result
347,regular
348,run
349,tight
350,hurting
351,struggling
352,including
353,uneasy
354,calves
355,gets
356,health
357,constant
358,nasty
359,swallowing
360,stools
361,sensitive
362,focus
363,energy
364,feet
365,urges
366,stop
367,times
368,find
369,itchiness
370,exhaustion
371,sour
372,past
373,excruciatingly
374,sinuses
375,areas
376,moreover
377,extreme
378,low
379,diarrhea
380,strange
381,everything
382,covered
383,deal
384,due
385,pains
386,several
387,things
388,using
389,long
390,entire
391,use
392,spreading
393,rashy
394,upper
395,activities
396,started
397,made
398,flaky
399,developing
400,staying
401,periods
402,much
403,chronic
404,certain
405,seen
406,color
407,catch
408,felt
409,almost
410,constipated
411,start
412,itch
413,bloating
414,morning
415,producing
416,irritating
417,meals
418,rust
419,colored
420,smells
421,sleep
422,queasy
423,whenever
424,hue
425,scratching
426,rather
427,acidic
428,aftertaste
429,change
430,know
431,generally
432,incredibly
433,profusely
434,last
435,dealing
436,got
437,pretty
438,itches
439,temperatures
440,butt
441,sleeping
442,horrible
443,numbness
444,resemble
445,motions
446,significant
447,excruciating
448,keep
449,muscular
450,awful
451,foods
452,impaired
453,eyesight
454,gotten
455,impatience
456,bloated
457,unwell
458,beating
459,seems
460,work
461,unsteady
462,throwing
463,something
464,lose
465,daily
466,everywhere
467,breathe
468,hazy
469,coming
470,discomforts
471,suddenly
472,lesions
473,asleep
474,week
475,drained
476,ability
477,foggy
478,belching
479,life
480,concerning
481,focusing
482,limb
483,knees
484,believe
485,blocked
486,able
487,infections
488,pounding
489,soreness
490,elbows
491,miserable
492,changes
493,swell
494,sweat
495,colour
496,noticeable
497,tone
498,fairly
499,running
500,vertigo
501,sudden
502,sure
503,observed
504,peel
505,throw
506,want
507,rapidly
508,hacking
509,usual
510,congested
511,plaguing
512,behalf
513,wrong
514,large
515,kind
516,bothered
517,usually
518,spicy
519,fullness
520,simply
521,control
522,bleeds
523,lower
524,’
525,concerned
526,cannot
527,shaking
528,sense
529,digestive
530,migraines
531,occasion
532,balanced
533,cravings
534,packed
535,clogged
536,aching
537,tough
538,shortness
539,falling
540,odour
541,nasal
542,lying
543,stuck
544,sneeze
545,loose
546,lie
547,causes
548,belch
549,chilly
550,bitter
551,regions
552,appear
553,bruise
554,shake
555,lingering
556,woozy
557,terribly
558,concentrating
559,throughout
560,stuff
561,easily
562,places
563,parts
564,longer
565,disoriented
566,tiny
567,severely
568,think
569,arm
570,burping
571,discharge
572,furthermore
573,rid
574,distortion
575,trembling
576,weariness
577,come
578,marks
579,nodules
580,grown
581,swallow
582,antacids
583,major
584,woke
585,weird
586,hungry
587,cause
588,temps
589,part
590,tasks
591,mind
592,facing
593,hot
594,appears
595,visible
596,healing
597,stand
598,melancholy
599,excessively
600,roof
601,stuffy
602,physical
603,besides
604,great
605,heavy
606,sadness
607,doctor
608,urinating
609,nonstop
610,wheezing
611,firm
612,shade
613,looks
614,normal
615,becomes
616,try
617,happening
618,followed
619,completely
620,prone
621,couple
622,cloudy
623,urge
624,tremble
625,jaw
626,flake
627,appeared
628,worrying
629,scratch
630,desires
631,odd
632,wounds
633,today
634,apetite
635,finding
636,blistering
637,standing
638,take
639,irritations
640,cuts
641,bruises
642,drenched
643,reddish
644,protrude
645,exhausting
646,oozing
647,taking
648,sit
649,help
650,facial
651,creating
652,absolutely
653,backing
654,vomitting
655,everyday
656,may
657,gas
658,meal
659,air
660,driving
661,watery
662,interfering
663,metallic
664,seeing
665,huge
666,yesterday
667,saliva
668,comes
669,shallow
670,bleed
671,gunk
672,fine
673,fingers
674,truly
675,struggle
676,covers
677,hey
678,senses
679,shaky
680,first
681,lightheadedness
682,strength
683,unstable
684,slowly
685,gross
686,instability
687,hair
688,nauseated
689,fatty
690,include
691,unexpected
692,might
693,unusual
694,sharp
695,bumpy
696,tarry
697,cracks
698,agony
699,present
700,asthma
701,typically
702,brain
703,confused
704,quickly
705,suffer
706,changed
707,uncontrollable
708,cant
709,relieve
710,lethargic
711,silvery
712,scales
713,stringy
714,saw
715,hydrated
716,good
717,scalp
718,aggravated
719,right
720,particularly
721,heal
722,crimson
723,produced
724,inflammation
725,leaves
726,middle
727,maintain
728,see
729,tendency
730,ocular
731,begun
732,weeks
733,colors
734,worry
735,general
736,distinct
737,pelvic
738,puke
739,perform
740,simple
741,chores
742,emotions
743,attention
744,crazy
745,growing
746,colours
747,cheeks
748,disruptions
749,discovered
750,drops
751,chill
752,blisters
753,steer
754,caught
